file,inspection,system_area,related_plan_entries,bytes,lines,sha256
apps/game/client/scripts/ui/main_menu.gd,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",17298,549,395e61b5401e9ebdbed37654bfd7980ff4d6c233fbc796b641244b3b80c35ded
apps/game/client/scripts/ui/main_menu.gd.uid,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",20,1,2515823f36b69da3fa5df1531146b5c65a8a34c8552bdaf4f9bc08e22fbfaf33
apps/game/client/scripts/ui/menu_shell.gd,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",3983,124,e2fe91b4a4e37b2e3bafed612ad6f8c518f363b6ad95f6626b53ebaffea2bcfc
apps/game/client/scripts/ui/menu_shell.gd.uid,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",19,1,3ab52e377d7255acd7664866dc2b4f68a43503dab5126e64cb9b0e0811921807
apps/game/client/scripts/ui/menu_stack.gd,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",6401,214,0f1d92ad66abb4ccbfa852063ac0e5bbeb270543dc4cdc5a632678a2c256f714
apps/game/client/scripts/ui/menu_stack.gd.uid,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",19,1,77f83bf656ca0121815ad2fd6884f027c64d36742eb6f5042b44116e259c4040
apps/game/client/scripts/ui/merchant_ui.gd,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",7064,208,bf7b44ca8bbe21085cfb12d4310dd47fc5b93b35f0d51b27ae753c3e4bb7d8f0
apps/game/client/scripts/ui/merchant_ui.gd.uid,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",20,1,16b3113e5a648980de11d6925f7d523434903e434bc7690cf073df4bdfdaf216
apps/game/client/scripts/ui/minimap.gd,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",22200,691,a07b3c2e602e795e4b9dd399417de5854f4e94230b7dd567115a7300fb050de0
apps/game/client/scripts/ui/minimap.gd.uid,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",20,1,a41176f81935db6723b8e4005e40f68bc6927056316eda9222e56b617b4b106f
apps/game/client/scripts/ui/name_validator.gd,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",4561,139,59049b171ecfe51a7a926076a17d0ebbe49f2808cc14c97cf9152d1f232e7ef4
apps/game/client/scripts/ui/name_validator.gd.uid,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",19,1,1f15c103491ea09e45a50e5b5a6fcc1fa247ab4aeb68a26ab6c26dbfb2a9461c
apps/game/client/scripts/ui/pause_menu.gd,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",11187,343,8a45072e8c3c122bb69d0001fa0ab430f503a3f2bf0011da73f909f4b988a827
apps/game/client/scripts/ui/pause_menu.gd.uid,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",20,1,0254ce829008ce8ba78241f706b10541ece5ddaa912b177abe19a18882fdb88d
apps/game/client/scripts/ui/quest_board_ui.gd,full manual source/content read in batch 26; initial scan hash retained; runtime tests proposed only,ui,"U01–U22, M10, V01–V04, I17, G09, QS01–QS08",3421,104,e5e726662aba96d3624c08b76b2ef9358a302ced85d348bfadadcf518b1de332
apps/game/client/scripts/ui/quest_board_ui.gd.uid,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",20,1,d556f75cace79b8ac5f50fb078db0c3fbad619f3f1cc73aea7b160a41403ec70
apps/game/client/scripts/ui/quest_tracker_ui.gd,full manual source/content read in batch 26; initial scan hash retained; runtime tests proposed only,ui,"U01–U22, M10, V01–V04, I17, G09, QS01–QS08",2161,63,a6457288ca6f0b439cd687e8ba38d2a3c75b70948bf014f53430bdd516543c4e
apps/game/client/scripts/ui/quest_tracker_ui.gd.uid,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",19,1,9805ac13fa4026923773cf519da31990012f1a78bec4e995bec5aa3ef5def9fd
apps/game/client/scripts/ui/quick_slot_bar.gd,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",6324,173,9508b2b99dc3205e3cfef96a4efbea6bdc57660456afd5367bcd7507b9858297
apps/game/client/scripts/ui/quick_slot_bar.gd.uid,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",20,1,bee3276cef593f6629d01e3b2bbc665c43025e1b6f53442e857f4227863d5c2e
apps/game/client/scripts/ui/relic_offer_ui.gd,full manual source/content read in batch 24; initial scan hash retained; balance tests proposed only,ui,"U01–U22, M10, V01–V04, I17, G09, RL01–RL08",9529,276,6d6509b5e364af8f9adbac8f1c66575020badd6a1775d5668b1058a49aee7cbb
apps/game/client/scripts/ui/relic_offer_ui.gd.uid,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",20,1,9335bb82eb09ab9bed4c1bc67edb6ea0fea2535b8462720038bbb0c2bd329c92
apps/game/client/scripts/ui/results_screen.gd,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",27767,713,3ca4e532c34518ae63429b5a47f1310184f93f72078b61cb98f2724c251e4b7f
apps/game/client/scripts/ui/results_screen.gd.uid,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",19,1,68056b6884f82bb6a403178f27eac94a727f132205f25f199975297a49f163f4
apps/game/client/scripts/ui/run_contract_label.gd,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",727,23,7871191b8a0ab91e238ca6a89869872299a67f547a73b733e9d0bf63c477c294
apps/game/client/scripts/ui/run_contract_label.gd.uid,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",20,1,65a0547bf4cdf89433a55a00c77036b8ad53bb5aff868348028e7176d5fad36f
apps/game/client/scripts/ui/run_outcome_confirm.gd,full manual source read in batch 23; initial scan hash retained; runtime interaction tests proposed only,ui,"U01–U22, M10, V01–V04, I17, G09, IX01–IX08",851,38,7b5cbbf48b15ace6c59c579ea2e2043a4bb8723c924edfb45852eafbefeb23df
apps/game/client/scripts/ui/run_outcome_confirm.gd.uid,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",20,1,9289a56deb04d8c0ccb5c024b02949e942bb2b1e5912474f2e237bb4a9e83ddc
apps/game/client/scripts/ui/screen_edge.gd,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",741,16,3f7ddaded9cf7a857c1c32e46aea01d62d56642baab84785cd7b3220f617964b
apps/game/client/scripts/ui/screen_edge.gd.uid,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",18,1,9bf6afd48e433aa79aa93d87ff0ba8c0f3b75aeade8a62c63b772190d61c5e2a
apps/game/client/scripts/ui/settings_row.gd,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",5514,196,234254e07fccc24f48f3a3d96f1ce3d7908e26e791da06e5d2978ec159e39959
apps/game/client/scripts/ui/settings_row.gd.uid,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",20,1,9f0b6d83be43142a5808ff12eefe54487563dd971e1419f30e930ef2912f3419
apps/game/client/scripts/ui/settings_schema.gd,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",20571,713,e3ca9fb1a9d09ea1ce2957f5d87ca6829a6d15aa7569380c75a76766e94b0081
apps/game/client/scripts/ui/settings_schema.gd.uid,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",19,1,dd4867ce2139a52a8173eb9f7d7506589f5e93144166d27dad7e1aa3774893b1
apps/game/client/scripts/ui/settings_ui.gd,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",20949,631,cbfb6c33af8d508e357925d8d2dcab1c93b4203ba05ef0808e87a9ab3994aecc
apps/game/client/scripts/ui/settings_ui.gd.uid,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",20,1,e82d113869109f67bc9fd14e096b6ef4fd5d1f6ecd0ef7f175b860982c75ad31
apps/game/client/scripts/ui/stair_menu.gd,full manual source read in batch 23; initial scan hash retained; runtime interaction tests proposed only,ui,"U01–U22, M10, V01–V04, I17, G09, IX01–IX08",9073,290,4ca47c2f1e7a49791985578e73bb012bdbc8f00efc5d0e9e84a597770f724011
apps/game/client/scripts/ui/stair_menu.gd.uid,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",19,1,6f93634501577478da60e84081e1ab2249f70b33a56f34dd65b9320cc26ddc3b
apps/game/client/scripts/ui/status_icon_atlas.gd,full manual source/content read in batch 25; initial scan hash retained; runtime tests proposed only,ui,"U01–U22, M10, V01–V04, I17, G09, ST01–ST09",1360,45,b0a6978e46bdb580436dd2c31d1d1542dd808fe519e25adef32fda6c444b9dfe
apps/game/client/scripts/ui/status_icon_atlas.gd.uid,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",20,1,993bb499395e091a83d1ab69e3a80fb5c610605939c7f006263c863607f2a7d6
apps/game/client/scripts/ui/status_pip.gd,full manual source/content read in batch 25; initial scan hash retained; runtime tests proposed only,ui,"U01–U22, M10, V01–V04, I17, G09, ST01–ST09",1215,41,d14d882031eb212a222e76944f8466d592cc77169865eb4d8ab6ec8b915fae93
apps/game/client/scripts/ui/status_pip.gd.uid,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",21,1,8b1d77c43839fba8364dfbb85c77168260001758a1babc0e2c699f60fd16e636
apps/game/client/scripts/ui/storage_ui.gd,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",6749,181,4d92a46b83dca23c0f80b845a1eeca175ec5f713a4bf41e7a687a43e5a9c0f6a
apps/game/client/scripts/ui/storage_ui.gd.uid,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",20,1,6508811dab774ba33ae52c7b3f1c6893c31f8b4f33fe976502768cf31290a292
apps/game/client/scripts/ui/talent_tree_view.gd,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",11029,322,947aec0ac249d391c16ef1d08df0656f7566a903d057bd538454b4a90c8f7942
apps/game/client/scripts/ui/talent_tree_view.gd.uid,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",20,1,24b9317a8b9144181ff20fef2120688a0592d2949b5937c6da5e31ddf5dcfd50
apps/game/client/scripts/ui/talents_ui.gd,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",13678,389,ebfe01bcc3f791e7be8c74f7c88c96dd6f81a65ccc84768d969b1995788db293
apps/game/client/scripts/ui/talents_ui.gd.uid,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",20,1,85cc63324d5609565351825a37f998cd70147d5d082b9cade98c726721544692
apps/game/client/scripts/ui/title_wordmark.gd,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",7244,295,d6e833b0ea79fb41bd7804f43c287464fed615b4acb7320a342dabb12868dbd2
apps/game/client/scripts/ui/title_wordmark.gd.uid,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",19,1,1e39c61cc82ffe0fd65405a16e864eded8ac2da8d1ac215cc9ff8580ec224957
apps/game/client/scripts/ui/tower_board_ui.gd,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",6295,217,b2b2c51851bae9af9e91360708e3da5151dbecd2c87d727aa6932f8d5a63c9c7
apps/game/client/scripts/ui/tower_board_ui.gd.uid,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",19,1,ce2bf960a6e261f4cb75c19ff534ea9200a5b0f03b3c99140e9d27e4b33d139b
apps/game/client/scripts/ui/training_dummy_health_bar.gd,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",56,5,c2931dd7780db8fcda04c7cc1e7bcc150acf58ad23a5a741a5eb386949a64563
apps/game/client/scripts/ui/training_dummy_health_bar.gd.uid,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",20,1,b1dd3c2fcc48e4561b21000e78a3a6f982ebdb8456d0b7bb02d3f8492b5d3f58
apps/game/client/scripts/ui/ui_symbol_atlas.gd,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",4356,130,2334d5ebf5fdb113bd29baa8c0be60bc213a3b053c206d1aaeee7d5c9386266d
apps/game/client/scripts/ui/ui_symbol_atlas.gd.uid,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",20,1,7362978962899ecb7f4548a68008801ea14d906caf0e0c95650259d3736df98e
apps/game/client/scripts/ui/ui_symbol_bus.gd,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",867,32,39f07a84a4f5f0f526f689b5178936cc17d2ed0f89191299048b3e1a36fc5027
apps/game/client/scripts/ui/ui_symbol_bus.gd.uid,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",20,1,cc069f1cd52c8dbcf8b2b38ac8996c82c80adade03e6ed197acd2e24c3fb8b9f
apps/game/client/scripts/ui/ui_text_scale.gd,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",883,24,2385621235d55d5b39830257c8376fe55552c475c3293568d05234fef993d0bd
apps/game/client/scripts/ui/ui_text_scale.gd.uid,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",20,1,3f2112d488c9d8a87c66f80eaa96bfc9355e27673503c3fec793542d47471589
apps/game/client/scripts/ui/umbral_endless_menu.gd,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",8396,245,ba4da831848e80c5312d4e5a521da81988789f93b113d678cfd9ce36b84ca191
apps/game/client/scripts/ui/umbral_endless_menu.gd.uid,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",20,1,977d7c289d7061b853e0bff59d2449ec6c6efd67e0883efbd2b27ee2593ad8e2
apps/game/client/scripts/ui/umbral_shard_ui.gd,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",2933,111,d8aadeb6414d33e7a4a0e7972c92893eaaddac690a0a1bc070e54268bab97d85
apps/game/client/scripts/ui/umbral_shard_ui.gd.uid,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",20,1,da5b2afedbe139840079d5fdbe05206c376ad2f078b487c6aec3b88d9f3bdbcb
apps/game/client/scripts/ui/umbral_waves_menu.gd,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",2002,73,c21793bf82d659982dec676ff148267eb2d51b68b15859ed90bc5648259efed7
apps/game/client/scripts/ui/umbral_waves_menu.gd.uid,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",20,1,de541b6a91fba0ab89a4bce82a266b644f08a49770d0e95ac376e24a87ed9dc8
apps/game/client/scripts/ui/warden_preview_rig.gd,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",4405,163,331b130ae103fe370fe67419025d0e70158a8b56cdd043b8b7e0e8ce8d6c2784
apps/game/client/scripts/ui/warden_preview_rig.gd.uid,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",20,1,0cf9145e9c38ecdf361bab2e3262a9dc655dae557572191f028b021274c3ba39
apps/game/client/scripts/ui/waves_run_ui.gd,full manual source/content read in expanded batch 19; initial scan hash retained; no full wave playtest asserted,ui,"U01–U22, M10, V01–V04, I17, G09, WV01–WV14",9276,266,754aa5b594aa850ada2d2dde207bd063c939d24fb547ebd0dfcaf6a5d30ced9f
